店舗名,住所,lat,lng
のみち,神奈川県厚木市山際627,35.5050846,139.3621221
七輪焼 えびす家,神奈川県藤沢市遠藤701,35.3727457,139.4409685
韓一館,神奈川県横須賀市本町1-8,35.28178920000001,139.6671113
鬼の家,神奈川県厚木市中町4-16-6,35.4389184,139.361514
八煌苑,神奈川県逗子市逗子7-6-21,35.2968113,139.5748215
松亭軒,神奈川県横須賀市林2-9-18,35.2192112,139.6342174
飛鳥,神奈川県大和市南林間2-3-7,35.4972076,139.4464686
ジンギスカン,神奈川県平塚市河内352-1,35.3353865,139.3112306
いきよい,神奈川県藤沢市善行7-5-10,35.3643011,139.4734305
大王亭,神奈川県秦野市本町1-2-13,35.3722802,139.2270901
岩ちゃん,神奈川県厚木市岡田5-21-2,35.4185558,139.3649064
プレミアムカルビ 西鶴間店,神奈川県大和市西鶴間2-1-3,35.4878263,139.4480191
プレミアムカルビ 横須賀佐原店,神奈川県横須賀市岩戸1-9-1,35.2328704,139.6778523
赤丸 本店,神奈川県大和市鶴間1-1-14,35.4892061,139.4516996
韓陽苑 本厚木店,神奈川県厚木市寿町2-1-28,35.4436528,139.3661577
福家,神奈川県大和市福田5528,35.4514766,139.4663138
おかみ家,神奈川県逗子市逗子3-3-29,35.2954955,139.5849465
東海園,神奈川県逗子市逗子1-11-2,35.2969794,139.5768516
飛鳥,神奈川県茅ヶ崎市共恵2-4-3,35.3248104,139.401725
桃太郎商店,神奈川県南足柄市飯沢12-6,35.3183258,139.1029893
ホルモン屋,神奈川県鎌倉市常盤150-1,35.3298355,139.5195185
こうどう館 平塚店,神奈川県平塚市中原1-18-18,35.3417821,139.3354154
駒形屋,神奈川県藤沢市羽鳥4-13-26,35.3463352,139.4617865
祭り,神奈川県綾瀬市深谷中4-5-5,35.4388253,139.4322213
京成苑 大雄山店,神奈川県南足柄市関本525,35.320091,139.1017495
アリラン,神奈川県小田原市鴨宮747,35.2796721,139.1759882
穂,神奈川県秦野市柳町1-2-19,35.3746393,139.1835176
おひさま,神奈川県厚木市旭町1-22-9,35.4370054,139.3637482
亀八,神奈川県藤沢市湘南台2-3-9,35.396857,139.4651857
牛角 小田原店,神奈川県小田原市栄町1-4-9,35.2544849,139.1562108
唐兵衛,神奈川県茅ヶ崎市矢畑727,35.3390132,139.3974091
七輪,神奈川県平塚市根坂間219-2,35.335774,139.3084073
とくじゅう 厚木本店,神奈川県厚木市及川1051-1,35.4692431,139.3418777
味蘭,神奈川県横須賀市米が浜通1-1,35.278152,139.674198
カルビ屋ワッショイ 辻堂南店,神奈川県藤沢市辻堂6-18-23,35.3253193,139.4412983
牛角 平塚店,神奈川県平塚市紅谷町16-4,35.3278574,139.3467555
東海亭,神奈川県秦野市南矢名1-11-8,35.3731224,139.2728363
肉料理の一番や,神奈川県伊勢原市桜台1-15-3,35.394441,139.3134784
おひさま,神奈川県厚木市旭町1-22-9,35.4370054,139.3637482
亀八,神奈川県藤沢市湘南台2-3-9,35.396857,139.4651857
牛角 小田原店,神奈川県小田原市栄町1-4-9,35.2544849,139.1562108
BBQ BASE,神奈川県平塚市紅谷町17-25,35.3278329,139.3460322
酔心,神奈川県藤沢市鵠沼橘1-17-15,35.3373512,139.4863252
サムギョプサル専門店 韓国居酒屋 トントン,神奈川県伊勢原市伊勢原1-3-26,35.3969526,139.310973
唐兵衛,神奈川県茅ヶ崎市矢畑727,35.3390132,139.3974091
七輪,神奈川県平塚市根坂間219-2,35.335774,139.3084073
とくじゅう 厚木本店,神奈川県厚木市及川1051-1,35.4692431,139.3418777
味蘭,神奈川県横須賀市米が浜通1-1,35.278152,139.674198
味楽苑,神奈川県平塚市中原1-21-19,35.3423803,139.3351098
ホルモンセンター 中村家,神奈川県大和市西鶴間4-1-19,35.48751190000001,139.4480988
安楽亭 平塚四之宮店,神奈川県平塚市四之宮6-4-32,35.3591872,139.3583358
カルビ屋ワッショイ 湘南ライフタウン店,神奈川県藤沢市遠藤2016-20,35.3777021,139.4425434
慶州苑,神奈川県小田原市栢山2631-1,35.3108391,139.1423073
富士苑,神奈川県藤沢市村岡東2-15-3,35.3403449,139.5038047
小田原 炭火焼きホルモン にく月,神奈川県小田原市栄町1-14-7,35.2543978,139.1580737
あおもり,神奈川県藤沢市湘南台2-10-6,35.3957488,139.4648607
大松園,神奈川県小田原市栄町2-9-19,35.2555996,139.1588246
すずらん,神奈川県綾瀬市寺尾中4-9-37,35.4608639,139.4244222
永楽亭,神奈川県厚木市妻田北4-3-15,35.4677733,139.351765
安楽亭 大和店,神奈川県大和市深見台4-15-1,35.4745002,139.4655551
食道園,神奈川県小田原市浜町4-30-1,35.2556667,139.1688585
天龍,神奈川県綾瀬市大上6-16-10,35.4666245,139.4273469
ソウル 中町店,神奈川県小田原市中町3-4-31,35.2571456,139.1658241
キムキム,神奈川県平塚市四之宮2-3-13,35.3478865,139.3521741
六角橋ホルモン 大夢,神奈川県横浜市神奈川区六角橋1-2-5,35.4875326,139.6263818
山西苑,神奈川県伊勢原市笠窪419-4,35.3887379,139.2810412
くい道楽,神奈川県厚木市温水2296-2,35.44977739999999,139.330873
だるま家 船子店,神奈川県厚木市船子1256-2,35.4264728,139.3490915
赤から 平塚桜ケ丘店,神奈川県中郡大磯町高麗3-2-30,35.3254713,139.33033
安楽亭 横浜吉野町店,神奈川県横浜市南区睦町1-3-3,35.4315199,139.6204658
赤とんがらし,神奈川県茅ヶ崎市東海岸南1-3-33,35.32448470000001,139.4063205
すずらん,神奈川県綾瀬市寺尾中4-9-37,35.4608639,139.4244222
永楽亭,神奈川県厚木市妻田北4-3-15,35.4677733,139.351765
安楽亭 大和店,神奈川県大和市深見台4-15-1,35.4745002,139.4655551
食道園,神奈川県小田原市浜町4-30-1,35.2556667,139.1688585
天龍,神奈川県綾瀬市大上6-16-10,35.4666245,139.4273469
ソウル 中町店,神奈川県小田原市中町3-4-31,35.2571456,139.1658241
キムキム,神奈川県平塚市四之宮2-3-13,35.3478865,139.3521741
清養苑,神奈川県川崎市高津区明津93,35.5659677,139.6395236
六角橋ホルモン 大夢,神奈川県横浜市神奈川区六角橋1-2-5,35.4875326,139.6263818
寿苑,神奈川県川崎市多摩区菅1-3-11,35.6326279,139.5352266
大衆ホルモン肉力屋 京急川崎店,神奈川県川崎市川崎区砂子1-1-7,35.5314175,139.7008751
金剛苑,神奈川県川崎市川崎区池田1-3-9,35.5210061,139.6910169
KOREA,神奈川県秦野市曽屋3549-8,35.3782562,139.234646
安楽亭 霧が丘店,神奈川県横浜市緑区霧が丘2-9-8,35.5172269,139.5016058
満喜,神奈川県川崎市川崎区桜本2-1-7,35.5225362,139.72178
力道園,神奈川県川崎市中原区新城4-2-2,35.5835772,139.6303999
壽寿,神奈川県川崎市川崎区大島2-5-2,35.5219899,139.7133828
川崎苑,神奈川県川崎市川崎区浜町1-9-3,35.5174376,139.718524
安楽亭 川崎南町店,神奈川県川崎市川崎区南町21-6,35.5248109,139.6981577
安兵衛,神奈川県海老名市国分北2-14-23,35.4605639,139.3986702
大徳,神奈川県藤沢市鵠沼神明5-13-15,35.3465557,139.4716675
梧里洞,神奈川県川崎市幸区下平間59,35.5533437,139.6770879
まんぷく亭,神奈川県横須賀市根岸町3-1-6,35.2520381,139.684557
プレミアムカルビ 湘南台店,神奈川県藤沢市湘南台7-37-9,35.391789,139.4723024
一休参,神奈川県海老名市門沢橋2-18-27,35.4080646,139.3776254
好楽園,神奈川県川崎市幸区塚越4-363,35.5414007,139.6799411
たい平,神奈川県藤沢市辻堂元町5-12-15,35.332548,139.4613973
川崎苑,神奈川県川崎市川崎区浜町1-9-3,35.5174376,139.718524
順天楼,神奈川県相模原市緑区太井608-3,35.5849553,139.2725955
野毛ホルモンビル 大夢,神奈川県横浜市中区野毛町2-78-1,35.4473547,139.629665
東天閣 南幸店,神奈川県川崎市幸区南幸町3-68-2,35.5338891,139.6870096
まんぷく亭,神奈川県横須賀市根岸町3-1-6,35.2520381,139.684557
プレミアムカルビ 湘南台店,神奈川県藤沢市湘南台7-37-9,35.391789,139.4723024
一休参,神奈川県海老名市門沢橋2-18-27,35.4080646,139.3776254
好楽園,神奈川県川崎市幸区塚越4-363,35.5414007,139.6799411
たい平,神奈川県藤沢市辻堂元町5-12-15,35.332548,139.4613973
明香苑,神奈川県横浜市神奈川区二ツ谷町3-3,35.4776544,139.6310479
龍苑,神奈川県横浜市中区寿町2-6-13,35.4401513,139.6393412
安楽亭 川崎高津店,神奈川県川崎市高津区明津220,35.5680062,139.6369858
炭焼 長屋門,神奈川県横浜市旭区金が谷610,35.4799633,139.5132372
安楽亭 横浜洋光台店,神奈川県横浜市磯子区洋光台6-33-7,35.3716126,139.5998864
プレミアムカルビ 淵野辺店,神奈川県相模原市中央区共和4-7-11,35.5641943,139.393386
京城苑,神奈川県足柄下郡湯河原町土肥2-7-9,35.1452301,139.1072831
味ん味ん 陽光台店,神奈川県相模原市中央区陽光台5-5-3,35.5501061,139.3782589
大盛苑,神奈川県川崎市幸区南加瀬3-31-19,35.5418388,139.6619414
いくどん 相模原駅前店,神奈川県相模原市中央区相模原3-3-8,35.5791778,139.3722463
東天閣 南加瀬店,神奈川県川崎市幸区南加瀬4-13-10,35.5467341,139.6596871
羅生門,神奈川県横浜市港南区港南台3-22-6,35.3794642,139.5780872
味ん味ん 座間相模が丘店,神奈川県座間市相模が丘4-2-45,35.5047058,139.4208907
安楽亭 横須賀衣笠店,神奈川県横須賀市山科台1-12,35.232595,139.6572517
肉のおおたに,神奈川県川崎市中原区新城3-8-16,35.58597049999999,139.6305353
安楽亭 横浜白根店,神奈川県横浜市旭区上白根1-1-26,35.4882137,139.5422208
味楽苑,神奈川県川崎市川崎区白石町1-3,35.5015513,139.7053356
まるす亭,神奈川県横須賀市久里浜4-8-8,35.2307433,139.7040678
WORLD YAKINIKU CENTER,神奈川県横浜市中区弁天通6-79,35.4491735,139.6353066
慶光苑 宮崎台店,神奈川県川崎市宮前区宮崎2-11-5,35.586963,139.59413
ホルモンハジメ,神奈川県横浜市中区末広町3-82,35.4436174,139.6321619
やき肉 高西,神奈川県川崎市宮前区野川1096,35.5737575,139.6184699
五臓六腑,神奈川県川崎市中原区新城5-10-6,35.5871537,139.6283914
七輪焼きホルモン ぶた吉,神奈川県川崎市中原区新城1-15-5,35.58404030000001,139.6313398
皇呂館,神奈川県川崎市川崎区京町3-5-12,35.513583,139.6956046
牛まる,神奈川県横浜市都筑区早渕3-37-7,35.5499735,139.6032749
韓国村 元住吉店,神奈川県川崎市中原区木月3-7-11,35.5654197,139.6498851
香味,神奈川県横浜市鶴見区仲通3-72-4,35.5009594,139.6907756
牛角 相模原淵野辺店,神奈川県相模原市中央区高根2-1-3,35.5632455,139.3906964
遊輪 柿生店,神奈川県川崎市麻生区片平2-25-1,35.5937534,139.4986694
順天楼,神奈川県相模原市緑区太井608-3,35.5849553,139.2725955
横浜ニュートン 青葉台店,神奈川県横浜市青葉区桜台44-14,35.5499913,139.5079454
あみやき亭 川崎東口店,神奈川県川崎市川崎区日進町15-1,35.5263146,139.6948581
幸元,神奈川県横浜市鶴見区矢向5-13-38,35.5388324,139.6813756
壱語屋 たまプラーザ店,神奈川県横浜市青葉区美しが丘1-3-1,35.5757507,139.5559432
ジャンジャン,神奈川県川崎市川崎区東田町11-7,35.5276904,139.7021205
ニューモランボン,神奈川県相模原市中央区小山3-31-6,35.5856207,139.3555386
泰平館,神奈川県川崎市川崎区桜本2-46-15,35.5216736,139.7287036
牛べえ,神奈川県横浜市鶴見区佃野町10-8,35.5136036,139.6750488
赤松苑,神奈川県川崎市高津区千年126-1,35.5723064,139.6213403
山水苑,神奈川県相模原市南区南台5-21-16,35.5177454,139.4172612
安楽亭 川崎初山店,神奈川県川崎市宮前区初山1-22-13,35.5974965,139.5622576
野毛ホルモンビル 大夢,神奈川県横浜市中区野毛町2-78-1,35.4473547,139.629665
東天閣 南幸店,神奈川県川崎市幸区南幸町3-68-2,35.5338891,139.6870096
丈清,神奈川県横浜市鶴見区栄町通1-9-8,35.5080195,139.6917543
金剛苑,神奈川県川崎市高津区北見方2-7-5,35.5992119,139.6299775
味楽亭,神奈川県川崎市多摩区登戸2596-3,35.6184183,139.5676538
蔵や 弘明寺店,神奈川県横浜市南区弘明寺町267,35.424341,139.5977782
豚パパ 曙町 関内店,神奈川県横浜市中区曙町1-3-102,35.4414743,139.6297967
ソウルガーデン,神奈川県川崎市多摩区登戸1808,35.6194044,139.5626405
安楽亭 横浜洋光台店,神奈川県横浜市磯子区洋光台6-33-7,35.3716126,139.5998864
ホルモンビストロ 瞬,神奈川県相模原市中央区淵野辺3-3-10,35.5711895,139.3927906
BBQBar ＆錦KIN,神奈川県横浜市中区伊勢佐木町2-11-4,35.4436084,139.6314363
じゅうじゅうカルビ 鶴見中央店,神奈川県横浜市鶴見区鶴見中央3-4-27,35.5103998,139.6826736
山水苑,神奈川県横浜市磯子区新杉田町7-23,35.3843012,139.6212357
醐醍,神奈川県横浜市緑区中山町306-11,35.5103995,139.5452552
手ぶらでBBQ満福神奈川,神奈川県横浜市西区みなとみらい4-7-1,35.4592083,139.630922
八宝亭,神奈川県相模原市中央区矢部3-9,35.5689403,139.3833244
七厘亭,神奈川県横浜市保土ケ谷区和田1-16-11,35.4639802,139.5869883
安楽亭 相模原九沢橋店,神奈川県相模原市中央区上溝4553-1-4,35.5696856,139.3417205
炭炭亭,神奈川県川崎市中原区下小田中2-27-19,35.576357,139.6445118
大漁,神奈川県川崎市川崎区浅田4-16-1,35.5044375,139.7014383
プレミアムカルビ宮前平店,神奈川県川崎市宮前区土橋2-6-14,35.5858014,139.5766732
横浜 うしみつ,神奈川県横浜市神奈川区鶴屋町1-8-1,35.46968460000001,139.6236677
肉ニキの台所,神奈川県横浜市中区若葉町2-15,35.4424381,139.6287324
横浜ニュートン 青葉台店,神奈川県横浜市青葉区桜台44-14,35.5499913,139.5079454
わいわい亭 シークレイン店,神奈川県横浜市鶴見区鶴見中央1-31-2,35.5066857,139.6766215
わっしょい,神奈川県横浜市鶴見区鶴見中央4-27-6,35.5075962,139.6791219
牛角食べ放題専門店 相模大野店,神奈川県相模原市南区相模大野1-25-3,35.5397907,139.4325023
平和苑,神奈川県横浜市保土ケ谷区天王町1-2-9,35.456367,139.6053045
五臓六腑,神奈川県川崎市中原区新城5-10-6,35.5871537,139.6283914
七輪焼きホルモン ぶた吉,神奈川県川崎市中原区新城1-15-5,35.58404030000001,139.6313398
皇呂館,神奈川県川崎市川崎区京町3-5-12,35.513583,139.6956046
牛まる,神奈川県横浜市都筑区早渕3-37-7,35.5499735,139.6032749
韓国村 元住吉店,神奈川県川崎市中原区木月3-7-11,35.5654197,139.6498851
香味,神奈川県横浜市鶴見区仲通3-72-4,35.5009594,139.6907756
牛角 相模原淵野辺店,神奈川県相模原市中央区高根2-1-3,35.5632455,139.3906964
遊輪 柿生店,神奈川県川崎市麻生区片平2-25-1,35.5937534,139.4986694
金剛苑,神奈川県川崎市高津区北見方2-7-5,35.5992119,139.6299775
萬盛,神奈川県横浜市中区伊勢佐木町6-136-6,35.4395191,139.6262722
牛村,神奈川県川崎市中原区新丸子町648-5,35.5817248,139.6622436
仙峰苑,神奈川県横浜市南区六ツ川4-1189,35.4247155,139.5715137
みの吉,神奈川県相模原市南区磯部1280-1,35.5064417,139.3839892
炭火焼き野毛ホルモン だいきち,神奈川県横浜市中区野毛町2-71-12,35.44860810000001,139.6303276
味道苑,神奈川県横浜市南区六ツ川2-122-13,35.4268015,139.5798238
南大門,神奈川県足柄下郡湯河原町土肥6-11-2,35.1412218,139.092049
やきにく苑,神奈川県横浜市鶴見区下末吉1-28-12,35.5203598,139.6721757
わいわい亭 シークレイン店,神奈川県横浜市鶴見区鶴見中央1-31-2,35.5066857,139.6766215
わっしょい,神奈川県横浜市鶴見区鶴見中央4-27-6,35.5075962,139.6791219
牛角食べ放題専門店 相模大野店,神奈川県相模原市南区相模大野1-25-3,35.5397907,139.4325023
平和苑,神奈川県横浜市保土ケ谷区天王町1-2-9,35.456367,139.6053045
みつまた,神奈川県横浜市泉区和泉町2789-1,35.431164,139.4946993
荒井屋,神奈川県横浜市金沢区能見台通17-6,35.3608964,139.6266771
三好苑,神奈川県川崎市川崎区駅前本町14-3,35.5327623,139.6990859
京城苑,神奈川県相模原市緑区下九沢1677-5,35.5812729,139.3423747
源,神奈川県相模原市南区東林間6-18-20,35.5179959,139.4392332
楽々苑,神奈川県相模原市南区新磯野1-22-15,35.51008530000001,139.4071234
牛備,神奈川県川崎市川崎区渡田向町12-3,35.520402,139.701754
たん菜房,神奈川県横浜市中区福富町西通52,35.4450674,139.6298679
みょうじん,神奈川県足柄下郡箱根町宮城野827,35.2569472,139.0467155
牛村,神奈川県川崎市中原区新丸子町648-5,35.5817248,139.6622436
食楽園,神奈川県横浜市鶴見区栄町通4-42-8,35.5128692,139.6888227
つる屋 伊勢佐木町店,神奈川県横浜市中区伊勢佐木町1-7-10,35.4442638,139.6320698
ホルモンビストロ 瞬,神奈川県相模原市中央区淵野辺3-3-10,35.5711895,139.3927906
BBQBar ＆錦KIN,神奈川県横浜市中区伊勢佐木町2-11-4,35.4436084,139.6314363
じゅうじゅうカルビ 鶴見中央店,神奈川県横浜市鶴見区鶴見中央3-4-27,35.5103998,139.6826736
安楽亭 相模原上溝店,神奈川県相模原市中央区上溝2307-1,35.5473512,139.3570224
いくどん 青葉台店,神奈川県横浜市青葉区青葉台2-18-11,35.545169,139.5127507
京城苑 駅前店,神奈川県小田原市栄町2-3-11,35.2572477,139.1572703
七厘亭,神奈川県横浜市保土ケ谷区和田1-16-11,35.4639802,139.5869883
安楽亭 相模原九沢橋店,神奈川県相模原市中央区上溝4553-1-4,35.5696856,139.3417205
安楽亭 相模原九沢橋店,神奈川県相模原市中央区上溝4553-1-4,35.5696856,139.3417205
炭炭亭,神奈川県川崎市中原区下小田中2-27-19,35.576357,139.6445118
アリラン,神奈川県相模原市中央区淵野辺4-14-44,35.5698612,139.396458
肉ニキの台所,神奈川県横浜市中区若葉町2-15,35.4424381,139.6287324
香味苑,神奈川県横浜市鶴見区潮田町4-150-17,35.5029647,139.6920427
アボジ,神奈川県相模原市南区相模大野3-12-20,35.5319918,139.4360576
壱語屋 市ヶ尾店 蔵の膳,神奈川県横浜市青葉区市ケ尾町517-10,35.5435184,139.5492026
昇竜,神奈川県横浜市鶴見区市場富士見町5-15,35.5162463,139.689179
花天,神奈川県川崎市中原区木月住吉町12-16,35.56497710000001,139.6566039
和,神奈川県横浜市中区太田町2-32-1,35.4469894,139.6383818
芝浦ホルモン楽 ハナレ,神奈川県川崎市川崎区浅田3-5-10,35.507974,139.7003955
味楽苑,神奈川県横浜市戸塚区上矢部町1895,35.4213345,139.5345541
萬盛,神奈川県横浜市中区伊勢佐木町6-136-6,35.4395191,139.6262722
夕月館,神奈川県相模原市中央区相模原2-2-6,35.5800046,139.3698428
宮崎肉処 霧峰 ラスカ平塚店,神奈川県平塚市宝町1-1,35.3279565,139.3503442
北京,神奈川県川崎市中原区上平間1700-36,35.5592315,139.6750059
やきにく村,神奈川県横浜市保土ケ谷区新井町466-2,35.4897695,139.552749
白頭山,神奈川県川崎市幸区中幸町1-17,35.5380351,139.6917826
まつだ,神奈川県厚木市中町4-5-15,35.4376723,139.3615707
福寿苑,神奈川県川崎市川崎区追分町13-3,35.5182734,139.7150526
京城苑,神奈川県横浜市保土ケ谷区新桜ケ丘1-28-15,35.4500069,139.5659079
牛角 元石川店,神奈川県横浜市青葉区元石川町5422-13,35.5826925,139.5444348
いくどん あざみ野店,神奈川県横浜市青葉区あざみ野1-26-7,35.5698428,139.5445675
肉son,神奈川県藤沢市湘南台2-7-6,35.39717,139.4639685
焼き処えん,神奈川県平塚市代官町1-12,35.3277956,139.3525316
宝珍,神奈川県相模原市中央区淵野辺本町3-38-4,35.5729662,139.4085421
牛角 鴨宮店,神奈川県小田原市前川120,35.2804755,139.1945771
壱五屋,神奈川県藤沢市辻堂2-7-7,35.3362058,139.4462629
牛角 逗子店,神奈川県逗子市逗子5-2-48,35.2961566,139.5795813
黒毛和牛 SHIN,神奈川県横浜市南区吉野町2-4,35.4363199,139.620924
安楽亭 今宿西店,神奈川県横浜市旭区今宿西町438,35.4833525,139.5283095
団らん旭,神奈川県平塚市徳延104-1,35.3412193,139.3164978
ビールとごはん グビグビ食堂,神奈川県茅ヶ崎市松浪1-1-12,35.3326995,139.4334965
炭焼喰人 （スミヤキショクニン）,神奈川県横浜市都筑区茅ヶ崎中央26-25,35.5434582,139.5707118
元気になるキムチ屋,神奈川県横浜市南区宿町1-18,35.4327799,139.6123545
紅虎苑 野毛店,神奈川県横浜市中区野毛町1-15,35.4470248,139.6306946
NIQLOG,神奈川県藤沢市片瀬海岸1-4-4,35.3111615,139.4877936
赤おに,神奈川県横須賀市大滝町2-17,35.2813985,139.6702819
芝浦食肉 川崎店,神奈川県川崎市川崎区砂子2-4-18,35.530161,139.7005531
炭火焼 タイガー,神奈川県横須賀市若松町2-7,35.2789367,139.6700228
ホルモンセンターざんまい 寒川駅前店,神奈川県高座郡寒川町岡田937,35.3683996,139.3889446
KARA KARA本厚木店,神奈川県厚木市幸町6-4,35.4403729,139.3688467
グルーピードールズ 生田,神奈川県川崎市多摩区生田7-9-3,35.61616480000001,139.542638
FREEDOM,神奈川県横須賀市追浜東町3-63,35.3169937,139.6310212
ぶん福,神奈川県横浜市中区長者町9-140,35.44407229999999,139.6285531
京城苑,神奈川県横浜市中区住吉町5-60,35.4477535,139.6352369
朱煙,神奈川県横浜市中区宮川町2-57,35.4461462,139.6281049
炭火焼・ジンギスカン 七厘亭,神奈川県川崎市麻生区高石3-9-1,35.6116457,139.5200457
バリバリ,神奈川県川崎市多摩区登戸1688,35.6188514,139.560082
食彩和牛しげ吉 相模原店,神奈川県相模原市中央区相模原1-2-7,35.580965,139.3697093
炭火焼ホルモン やざわ,神奈川県横浜市港南区丸山台1-11-6,35.3997809,139.5727418
牛繁 大船店,神奈川県鎌倉市大船1-25-23,35.3538011,139.5327527
黒牛徳,神奈川県相模原市南区相模大野8-3-7,35.5304364,139.4370967
燦星庵,神奈川県横浜市中区弁天通3-48,35.4477041,139.6382027
朴乃家,神奈川県川崎市幸区中幸町3-18,35.534685,139.6938782
心,神奈川県横浜市中区本郷町2-34-4,35.4321132,139.6554039
とんちゃんハウス,神奈川県相模原市中央区相模原6-3-2,35.5756858,139.3724868
URIDURI,神奈川県横浜市中区吉田町5-1,35.4462292,139.6323581
エスカーラ,神奈川県横浜市金沢区谷津町365,35.3427339,139.6226479
京城苑 鶴ヶ峰店,神奈川県横浜市旭区鶴ケ峰2-23-23,35.4757111,139.5481906
グルーピードールズ 生田,神奈川県川崎市多摩区生田7-9-3,35.61616480000001,139.542638
川崎肉流通センター,神奈川県川崎市川崎区貝塚1-13-3,35.5258798,139.7038077
エスカーラ,神奈川県横浜市金沢区谷津町365,35.3427339,139.6226479
バリバリ,神奈川県川崎市多摩区登戸1688,35.6188514,139.560082
炭火焼ホルモン やざわ,神奈川県横浜市港南区丸山台1-11-6,35.3997809,139.5727418
牛繁 大船店,神奈川県鎌倉市大船1-25-23,35.3538011,139.5327527
まるよし亭,神奈川県綾瀬市上土棚中2-17-41,35.4139426,139.4500439
いくどん 相武台前店,神奈川県座間市相武台1-4509,35.4999437,139.4135786
enjoy chicken by1000,神奈川県横浜市中区常盤町1-5,35.4448891,139.6388821
壱語屋 青葉台店,神奈川県横浜市青葉区青葉台2-8-20,35.5436262,139.5149577
山田牛兵衛,神奈川県横浜市港南区上永谷2-22-2,35.4054238,139.5693585
麻浦カルビ,神奈川県横浜市中区福富町東通38-4,35.4444801,139.6314018
たれ山 読売ランド前,神奈川県川崎市多摩区西生田4-3-29,35.61447,139.5266121
Korean Dining COCO,神奈川県横浜市中区羽衣町3-76-3,35.4428844,139.6332689
牛角 新横浜店,神奈川県横浜市港北区篠原町2865,35.5070153,139.6176973
肉匠 いっしん,神奈川県横浜市港南区上大岡東1-11-26,35.4090414,139.5971996
つる屋 馬車道店,神奈川県横浜市中区弁天通4-67-1,35.4484344,139.6366415
ホルモン さんぱち屋 あざみ野本店,神奈川県横浜市青葉区新石川1-8-1,35.5698964,139.5546674
御肉処はしやま,神奈川県横浜市中区相生町5-79-2,35.4480999,139.6357798
太田,神奈川県横浜市中区福富町西通46-4,35.4457356,139.6296089
二代目かんてき 溝ノ口店,神奈川県川崎市高津区溝口1-12-10,35.600467,139.6126421
肉の頂～晃～,神奈川県横浜市金沢区鳥浜町1-1,35.3828016,139.6343404
安楽亭 東戸塚店,神奈川県横浜市戸塚区柏尾町193-1,35.4163661,139.5452216
YAKINIKU RESTAURANT えいじ,神奈川県川崎市中原区新丸子東1-781,35.5804499,139.6631372
カンゲン クイーンズスクエア横浜店,神奈川県横浜市西区みなとみらい2-3-4,35.4568254,139.6343703
とんきち,神奈川県綾瀬市大上5-12-31,35.4641024,139.4304418
まさるや,神奈川県藤沢市南藤沢23-10,35.3377988,139.4862625
煖,神奈川県横浜市都筑区北山田1-14-21,35.5601921,139.5964183
牛角 新百合ヶ丘店,神奈川県川崎市麻生区万福寺1-17-1,35.604527,139.5077982
田園,神奈川県相模原市中央区南橋本2-6-13,35.581047,139.3506405
かも笑,神奈川県小田原市扇町3-30-5,35.272668,139.155295
もつ焼き 良 大倉山店,神奈川県横浜市港北区師岡町477-13,35.5230696,139.6391061
三平ホルモン,神奈川県大和市深見西2-3-8,35.4763668,139.464191
ほるもん番長,神奈川県大和市中央2-4-4,35.4706365,139.4601874
牛たん焼き仙台 辺見 横浜霧が丘店,神奈川県横浜市緑区霧が丘5-1-1,35.5176621,139.5031257
ジンギスカンおおにし,神奈川県川崎市高津区溝口2-15-1,35.6020307,139.6130581
ホルモン焼 てっちゃん,神奈川県川崎市多摩区生田7-2-12,35.6148121,139.5420284
七輪炭火焼 いくどん 藤が丘店,神奈川県横浜市青葉区藤が丘1-28-43,35.5449419,139.5283889
ジンギスカン食堂 HITSUJI KITCHEN 大和店,神奈川県大和市大和南1-2-10,35.4696779,139.4629268
牛たん居酒屋 橋本,神奈川県横浜市港北区綱島西4-10-6,35.5438298,139.6260594
炭火焼ホルモン専門店 北野,神奈川県横浜市神奈川区西神奈川3-1-5,35.4848211,139.6274241
牛角 平塚四之宮店,神奈川県平塚市四之宮2-6-21,35.3488233,139.3546528
ホルモン焼き とん太,神奈川県藤沢市用田618,35.4040541,139.4144576
ホルモン元気屋,神奈川県藤沢市善行7-6-6,35.36432020000001,139.4741357
鉄PAN焼 Hadapan,神奈川県秦野市本町1-9-9,35.37285,139.2274043
大船ホルモンセンター,神奈川県鎌倉市大船1-10-7,35.3525615,139.5320652
ホルモンセンター 赤ひげ 鳶尾店,神奈川県厚木市鳶尾4-27,35.4913797,139.3224159
酔笑苑,神奈川県厚木市中町3-2-21,35.4396945,139.3616964
弁慶果樹園,神奈川県藤沢市遠藤6190,35.3956059,139.435335
牛たん 満月,神奈川県小田原市本町2-5-9,35.2501122,139.1615313
ドラム缶酒場長寿村,神奈川県鎌倉市台2-11-10,35.3480827,139.5282084
ホルモン酒場 GERAGERA,神奈川県平塚市東八幡1-2-3,35.3463701,139.2952934
KOTORA,神奈川県横浜市神奈川区松本町1-3-9,35.4756295,139.6249888
みどりやファーム,神奈川県秦野市落合833-3,35.3887318,139.2316482
行くべえ,神奈川県横須賀市野比1-7-8,35.2139811,139.6837295
ホルモンセンター天狗家 本店,神奈川県大和市柳橋2-2-15,35.4590228,139.464611
大衆酒場 ホルモン てつ,神奈川県平塚市錦町2-19,35.3284281,139.3451821
鶴間とんちゃん,神奈川県大和市鶴間2-11-20,35.4909504,139.4540439
